Open Requisitions Report
# Records: 222

"Requisition Status","Requisition Division","Requisition ID","Requisition Location","Job Category","Requisition Position","Requisition Display Job Title","Requisition Date Opened","Requisition Days Open","Requisition Address 1","Requisition Address 2","Requisition City","Requisition State/Province","Requisition Postal Code","Requisition Description - External","Requisition Primary Owner - Full Name"
"Open","RETAIL","req488","00858-CLAYTON HOMES #858","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Longview, TX","11/04/2016 10:05 AM","9","4695 ESTES PARKWAY","","LONGVIEW","TX","75603","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","BALLENGER, KELLI"
"Open","RETAIL","req486","00851-CLAYTON HOMES #851","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Sweetwater, TN","11/04/2016 08:36 AM","9","449 TENNESSEE HWY 68","","SWEETWATER","TN","37874","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","HAGOOD, MICHAEL"
"Open","RETAIL","req484","00717-OAKWOOD HOMES #717","Sales","SALES PROFESSIONAL","Oakwood Homes Sales Professional - Eden NC","11/03/2016 02:00 PM","10","916 S VAN BUREN RD","","EDEN","NC","27288","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential! Job Category: Sales","WILLIAMS, JOHN"
"Open","RETAIL","req481","00785-CLAYTON HOMES #785","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Hattiesburg, MS","11/03/2016 09:25 AM","10","7325 HIGHWAY 49","","HATTIESBURG","MS","39402","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","HAGOOD, MICHAEL"
"Open","RETAIL","req493","00884-LUV HOMES #884","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Burleson, TX","11/04/2016 11:51 PM","8","3275 S. BURLESON BLVD","","BURLESON","TX","76028","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","BALLENGER, KELLI"
"Open","RETAIL","req494","00859-CLAYTON HOMES #859","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Marshall, TX","11/04/2016 11:54 PM","8","4812 EAST END BLVD","","MARSHAL","TX","75670","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","DICKSON, DAMON"
"Open","RETAIL","req495","00291-CLAYTON HOMES #291","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional Kodak, TN","11/07/2016 08:46 AM","6","3110 WINFIELD DUNN PARKWAY HWY 66","","KODAK","TN","37764","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","HAGOOD, MICHAEL"
"Open","RETAIL","req497","00898-CLAYTON HOMES #898","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Paducah, KY","11/07/2016 10:33 AM","6","5960 US HWY 60 WEST","","PADUCAH","KY","42001","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","KEMP, JENNIFER"
"Open","RETAIL","req490","00890-CLAYTON HOMES #890","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional, Carson City, NV","11/04/2016 11:29 PM","8","10020 HWY 50 EAST","","CARSON CITY","NV","89706","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","DICKSON, DAMON"
"Open","RETAIL","req491","00155-CLAYTON HOMES #155","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Conroe, Tx","11/04/2016 11:36 PM","8","3500 NORTH LOOP 336 EAST","","CONROE","TX","77301","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","CHILES, SUE"
"Open","RETAIL","req503","00793-CLAYTON HOMES #793","Sales","SALES PROFESSIONAL","Sales Professional Jasper, AL","11/10/2016 09:09 AM","3","13140 HWY 78","","JASPER","AL","35501","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential! Job Category: Sales","HAGOOD, MICHAEL"
"Open","VANDERBILT","req154","HOME-HOME OFFICE","Accounting","VMF COMPL AUDITOR I","VMF Compliance Auditor I - Maryville, TN","08/09/2016 12:26 PM","96","500 Alcoa Trail","","MARYVILLE","TN","37804","                                                                                                                                                                                           Title:      Compliance Auditor Job Status: Full Time/Salary          Department:      Accounting Reports to: Compliance Manager          Work Schedule:       40-45 hours per week Amount of Travel Required: 4-6 times annually          Vanderbilt Mortgage and Finance, Inc. was established in 1974 and currently services over 200,000 loans. Our strength as an organization is rooted in the      quality of our people and products. We're financially strong, with a reputation for leading the industry with unsurpassed products, a broad range of      services and a coast-to-coast presence. And we're professionally strong, from entry level to more experienced positions, we're actively recruiting      individuals who are passionate, positive, and eager to learn. As a member of our team, we will equip you for success, you'll enjoy excellent benefits,      opportunities for growth and an encouraging culture that supports work/life balance.          POSITION SUMMARY:                    Compliance Auditors exist to complete and report on operational, process and compliance audits. May be assigned GSE Audits and/or BSA/AML          responsibilities.                ESSENTIAL FUNCTIONS:                                  Communicates with managers and programmers regarding compliance issues.                                              Recommends process improvements.                                              Manages individual audit timelines and meets deadlines.                                              Performs pre-set audits with some audit development opportunities.                                              Completes Special Projects as needed.                                              Travels 4-6 times a year on field audits.                                              Maintains punctuality and attendance standards at all times.                                              Performs other duties as assigned.                          QUALIFICATIONS:                                  4-year undergraduate degree in business or equivalent required.                                              Proficient in Excel and Word, including advanced formulas and features.                                              Minimum 2 years’ experience compliance and process auditing.                                              GSE auditing experience a plus.                                              BSA/AML experience a plus.                                              Compliance and audit certificates a plus.                                              Logically understand query definitions and analyze data effectively and efficiently.                                              Manage multiple deadlines, complete tasks timely and follow up as needed.                                              Must be professional, well organized, thorough, committed, urgent, and a resourceful problem solver.                                              Self-starter with ability to work under minimum supervision.                                              Ability to effectively communicate and interact with internal and external customers via phone, email and fax.                                              Flexible hours in work schedule necessary.                                              Ability to work in a team environment.                          PHYSICAL DEMANDS:                                  Must be able to remain in a stationary position 75% of the time.                                              Constantly operate a computer and other office productivity machinery, such as a telephone, calculator, copy machine, and computer printer.                                              90% communication methods completed over the phone. Must be able to exchange accurate information at all times.                                              Ability to identify and assess account status and determine appropriate process.                                              Constantly works in an indoor temperature controlled, sealed window office environment.                          BENEFITS:                                  401(K) includes 100% company match of the first 4%                                              Medical and Dental Plan with Prescription Coverage and Vision                                              Paid Time Off days and Holidays                                              Tuition Assistance                                              Wellness Programs and On-site workout facility                                              On-site restaurant                                              BONUSES!!!                  ","UPTON, MARY"
